pid,processName,operationName,eventDirection,fileName,sourceIp,sourcePort,destinationIp,destinationPort,protocol,timeNanoSec
76303,systemd-oomd,read,>,/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/memory.swap.current,,,,,,1669702250.403379445
76303,systemd-oomd,read,>,/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/memory.swap.current,,,,,,1669702250.403380862
76303,systemd-oomd,read,>,/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/memory.stat,,,,,,1669702250.403443711
76303,systemd-oomd,read,>,/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/memory.stat,,,,,,1669702250.403655598
76303,systemd-oomd,read,>,/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/memory.stat,,,,,,1669702250.403660318
76303,systemd-oomd,read,>,/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/memory.stat,,,,,,1669702250.403662520
76303,systemd-oomd,read,>,/proc/meminfo,,,,,,1669702250.403787712
76303,systemd-oomd,read,>,/proc/meminfo,,,,,,1669702250.403828887
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.491239205
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.491249923
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.491264549
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.491266139
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.491914952
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.491958018
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.494517222
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.494532544
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.495519576
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.495550995
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.497017984
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.497026031
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.497037664
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.497039117
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.502891806
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.502953725
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.503638603
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.503657623
110632,chrome,read,>,/proc/110632/statm,,,,,,1669702250.504082451
110632,chrome,read,>,/proc/110632/statm,,,,,,1669702250.504097355
110632,chrome,read,>,/proc/110632/status,,,,,,1669702250.504114481
110632,chrome,read,>,/proc/110632/status,,,,,,1669702250.504166740
110628,chrome,read,>,/proc/110628/statm,,,,,,1669702250.504297553
110628,chrome,read,>,/proc/110628/statm,,,,,,1669702250.504313239
110628,chrome,read,>,/proc/110628/status,,,,,,1669702250.504332659
110628,chrome,read,>,/proc/110628/status,,,,,,1669702250.504392015
1660,gnome-shell,read,>,/dev/dri/card0,,,,,,1669702250.505536855
1660,gnome-shell,read,>,/dev/dri/card0,,,,,,1669702250.505542984
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.508831014
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.508838137
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.508850684
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.508852222
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.509607194
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.509681537
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.510198916
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.510214707
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.516805747
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.516813507
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.516825563
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.516827063
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.517437932
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.517489338
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.518027395
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.518044608
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.518553605
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.518560763
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.518571002
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.518572540
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.519445221
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.519488775
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.520266975
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.520279668
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.524867198
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.524874574
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.524886051
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.524887464
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.526001912
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.526055087
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.526794797
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.526804920
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.544706752
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.544716729
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.544730710
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.544732394
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.545436661
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.545481112
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.545715757
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.545722146
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.545731014
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.545732485
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.546688734
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.546722997
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.547484791
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.547505772
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.553364514
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.553372259
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.553383504
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.553384936
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.554094477
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.554152670
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.554773144
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.554790085
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.560896713
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.560967258
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.560981800
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.560983498
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.561601387
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.561648833
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.562860146
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.562874527
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.568336021
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.568343897
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.568355632
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.568357219
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.569112190
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.569160489
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.569894562
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.569910470
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.575927809
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.575936160
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.575948953
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.575950489
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.576590955
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.576641305
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.577267947
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.577286312
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.583747702
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.583756303
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.583768135
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.583769606
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.584375219
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.584425227
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.585000375
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.585015377
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.589412093
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.589419257
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.589428692
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.589430275
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.590141894
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.590188063
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.590680637
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.590697725
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.640188817
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.640210365
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.640243555
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.640245279
1535,dbus-daemon,sendmsg,>,/run/user/1000/bus,,,,,,1669702250.640469820
1535,dbus-daemon,sendmsg,>,/run/user/1000/bus,,,,,,1669702250.640522152
76303,systemd-oomd,read,>,/proc/meminfo,,,,,,1669702250.652527948
76303,systemd-oomd,read,>,/proc/meminfo,,,,,,1669702250.652571530
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.656477883
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.656496836
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.656534456
1535,dbus-daemon,recvmsg,<,/run/user/1000/bus,,,,,,1669702250.656536407
1535,dbus-daemon,sendmsg,>,/run/user/1000/bus,,,,,,1669702250.656751672
1535,dbus-daemon,sendmsg,>,/run/user/1000/bus,,,,,,1669702250.656795061
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.662906247
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.662925151
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.662963882
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.662965908
652,dbus-daemon,sendmsg,>,/run/dbus/system_bus_socket,,,,,,1669702250.663482907
652,dbus-daemon,sendmsg,>,/run/dbus/system_bus_socket,,,,,,1669702250.663530176
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.666980900
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.666999905
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.667038120
652,dbus-daemon,recvmsg,<,/run/dbus/system_bus_socket,,,,,,1669702250.667040494
652,dbus-daemon,sendmsg,>,/run/dbus/system_bus_socket,,,,,,1669702250.667457603
652,dbus-daemon,sendmsg,>,/run/dbus/system_bus_socket,,,,,,1669702250.667499402
104561,ThreadPoolForeg,fcntl,>,/home/pavan/.cache/google-chrome/Profile 1/Cache/Cache_Data/9dcb3546f49ac7d2_0,,,,,,1669702250.800839913
104561,ThreadPoolForeg,fcntl,>,/home/pavan/.cache/google-chrome/Profile 1/Cache/Cache_Data/9dcb3546f49ac7d2_0,,,,,,1669702250.800843356
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.849202258
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.849212687
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.849227214
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.849228808
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.849870397
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.849926298
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.851013350
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.851027557
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.856623740
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.856635604
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.856651530
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.856653762
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.857430166
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.857490000
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.858478781
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.858492455
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.863928579
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.863937846
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.863950895
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.863952398
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.864542247
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.864591155
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.865192916
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.865209440
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.871128752
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.871139037
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.871154069
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.871155556
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.871977650
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.872033996
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.873190991
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.873205768
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.877753228
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.877761511
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.877772826
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.877774328
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.878455087
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.878503456
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.879054809
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.879072105
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.884802692
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.884810865
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.884822598
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.884824145
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.885423041
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.885469869
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.885967834
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.885984217
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.894437802
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.894445972
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.894457940
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.894459587
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.895113879
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.895250615
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.895632860
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.895647165
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.899404771
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.899412886
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.899428574
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.899430111
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.900049523
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.900095130
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.900602662
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.900619242
76303,systemd-oomd,read,>,/proc/meminfo,,,,,,1669702250.902352659
76303,systemd-oomd,read,>,/proc/meminfo,,,,,,1669702250.902400791
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.906354516
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.906362242
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.906374082
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.906375707
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.907351383
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.907398494
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.907962497
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.908032201
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.916947864
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.916956107
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.916967217
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.916968645
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.917517458
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.917566345
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.918246185
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.918261632
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.919266092
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.919415015
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.924012960
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.924021195
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.924032169
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.924033705
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.924879357
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.924925764
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.925669520
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.925686829
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.930462731
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.930472107
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.930486298
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.930488497
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.931100955
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.931151859
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.932174673
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.932191103
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.934842552
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.934850134
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.934928564
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.934935780
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.935566851
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.935618312
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.936162040
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.936178037
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.942215035
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.942225578
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.942240614
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.942242182
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.943630684
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.943680419
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.944469652
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.944485383
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.945568844
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.945618766
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.948449785
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.948457176
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.948468553
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.948469783
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.948962868
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.949007976
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.949593764
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.949610562
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.955530187
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.955537631
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.955610991
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.955617246
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.956329729
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.956369795
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.957564630
1660,gnome-shell,recvmsg,<,/run/user/1000/wayland-0,,,,,,1669702250.957578394
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.958218753
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.958261834
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.966156387
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.966165686
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.966178879
1660,gnome-shell,read,>,/dev/input/event6,,,,,,1669702250.966180452
1660,gnome-shell,sendmsg,>,/run/user/1000/wayland-0,,,,,,1669702250.967585210
